,index,RUC,nombreComercial,direccion,distrito,provincia,departamento,n_trabajadores,tamano_empresa
13415,18420,20108237148,,"Calle Martín De Murúa 116, Urb. Maranga",San Miguel,Lima,Lima,70,Mediana Empresa/Medium Size Company
13416,18421,20420035901,DROG.REPRE.MED. M & M EIRL,"Jr. Dean Valdivia 681, Urb. San Gregorio",Breña,Lima,Lima,15,Mediana Empresa/Medium Size Company
13417,18422,20101387284,,"Calle Gamma 172, Parque de La Industria",Cercado Callao,Callao,Lima,0,Mediana Empresa/Medium Size Company
13418,18423,20215859399,REMICSA,"Calle José Antonio Lavalle Mz. D, Lote 22, Urb. San Juan Bautista",Chorrillos,Lima,Lima,0,Mediana Empresa/Medium Size Company
13419,18424,20506208590,REPREMIC,"Av. Paseo de La Castellana 218, Of. 201",Santiago de Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
13420,18427,20168561777,RM TELECOMUNICACIONES,Jr. De la Unión 439,Cercado,Lima,Lima,0,Pequeña Empresa/Small Size Company
13421,18428,20601112869,,"Mz. L-2, Lote 08, Urb. Grumete Medina ",Ate,Lima,Lima,0,Mediana Empresa/Medium Size Company
13422,18429,20100245796,RENADSA S.A.C,Av. Santa Rosa 531,La Perla,Callao,Lima,117,Mediana Empresa/Medium Size Company
13423,18430,20522356183,,"Av. Oscar R. Benavides 252, Of. 203",Cercado,Lima,Lima,0,Pequeña Empresa/Small Size Company
13424,18431,20522229823,,"Av. Santa María 181, Urb. Ind. La Aurora",Ate,Lima,Lima,6,Mediana Empresa/Medium Size Company
13425,18432,20475833229,,"Jr. El Estaño 5439, Urb. Ind. Infantas",Los Olivos,Lima,Lima,60,Mediana Empresa/Medium Size Company
13426,18433,20107481436,,"Psje. Los Jilgueros 108, Urb. Limatambo",Surquillo,Lima,Lima,23,Mediana Empresa/Medium Size Company
13427,18434,20511538042,,"Jr. Puno 631, Of. 7",Cercado,Lima,Lima,0,Mediana Empresa/Medium Size Company
13428,18435,20459189042,REP QUIMICA EUROPEA SAC,Av. General José Canevaro 670-678,Lince,Lima,Lima,20,Mediana Empresa/Medium Size Company
13429,18436,20503181925,,"Mz. S-17, Lote 46-A, Conjunto Habitacional Mariscal Cáceres",San Juan de Lurigancho,Lima,Lima,0,Mediana Empresa/Medium Size Company
13430,18437,20256742358,REPRESENTACIONES REAL S.R.L.,"Calle El Engranaje 276, Urb. La Milla",San Martín de Porres,Lima ,Lima,0,Pequeña Empresa/Small Size Company
13431,18439,20203526041,ROBINSON 2000,Av. Javier Prado Este 1574 ,San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
13432,18443,20421154288,,"Av. La Mar 695, Coop. de Vivienda 27 de Abril, Etapa II",Ate,Lima,Lima,15,Mediana Empresa/Medium Size Company
13433,18448,20503623961,RE TYG S.A.C.,"Calle Sigma 133, Urb. Parque de La Industria",Cercado Callao,Callao,Lima,20,Mediana Empresa/Medium Size Company
13434,18450,20100990998,,Av. Paseo de La República 4532,Miraflores,Lima,Lima,209,Gran Empresa/Big Company
13435,18451,20492700623,SOLWAYS PERU,"Calle Cantuarias 160, Of. 804",Miraflores,Lima,Lima,20,Mediana Empresa/Medium Size Company
13436,18453,20516297442,,"Calle Manuel De Amat y Juniet 492, Urb. La Virreyna ",Santiago de Surco,Lima,Lima,9,Mediana Empresa/Medium Size Company
13437,18454,20123030410,READISA,Jr. Huaraz 1841,Breña,Lima,Lima,0,No disponible/Notavailable
13438,18455,20536886673,,"Av. Salvador Allende Mz. N-2, Lote 9, P.J. San Gabriel",Villa María del Triunfo,Lima,Lima,16,Mediana Empresa/Medium Size Company
13439,18457,20512180273,,Av. Angamos Este 853,Surquillo,Lima,Lima,9,Mediana Empresa/Medium Size Company
13440,18458,20100337992,IVER S.A.,"Av. Las Torres 696, Urb. La Capitana, Huachipa",Lurigancho (Chosica),Lima,Lima,40,Mediana Empresa/Medium Size Company
13441,18459,20472404416,REDIJISA,"Av. Los Duraznos 296, Urb. Canto Grande",San Juan de Lurigancho,Lima,Lima,139,Mediana Empresa/Medium Size Company
13442,18462,20422956809,,Prolong. Parinacochas 1199,La Victoria,Lima,Lima,10,Mediana Empresa/Medium Size Company
13443,18463,20547470711,,"Av. Paseo de La República 1105, Of. 202",La Victoria,Lima,Lima,0,Mediana Empresa/Medium Size Company
13444,18464,20506877165,REPEX S.A.C.,"Av. Alfredo Benavides 4562, Urb. Vista Alegre ",Santiago de Surco,Lima ,Lima,0,No disponible/Notavailable
13445,18465,20505658583,,Av. Isabel La Católica 1871,La Victoria,Lima,Lima,12,Mediana Empresa/Medium Size Company
13446,18469,20407790945,RESEFER EIRL,"Calle 1, Nro. 205, Asociación Las Viñas",Puente Piedra,Lima,Lima,106,Mediana Empresa/Medium Size Company
13447,18472,20101095828,RESERTEC S.R.L.,Av. San Borja Norte 1263,San Borja,Lima,Lima,37,Mediana Empresa/Medium Size Company
13448,18473,20490406361,,"Calle José Díaz 320, Of. 201",Cercado,Lima,Lima,55,Mediana Empresa/Medium Size Company
13449,18474,20505006675,REYAGO S.A.C.,Av. Santa Cruz 971,Miraflores,Lima ,Lima,106,Gran Empresa/Big Company
13450,18475,20168018364,,"Calle Gamma 266, Of. 104, Parque de La Industria",Cercado Callao,Callao,Lima,0,Mediana Empresa/Medium Size Company
13451,18476,20102309180,KOKETA,"Calle Marie Curie 231, Urb. Ind. Santa Rosa",Ate,Lima,Lima,388,Mediana Empresa/Medium Size Company
13452,18477,20100340438,,"Av. República de Panamá 3517, Piso 8",San Isidro,Lima,Lima,53,Mediana Empresa/Medium Size Company
13453,18478,20524079071,MAXHUBER PERU,"Calle Monte Rosa 240, Of. 804, Urb. Chacarilla del Estanque",Santiago de Surco,Lima,Lima,0,No disponible/Notavailable
13454,18479,20503840121,,"Av. Víctor A. Belaúnde 147, Torre Real V, Piso 3, Of. 301",San Isidro,Lima,Lima,1822,Gran Empresa/Big Company
13455,18480,20258262728,,"Av. Víctor A. Belaúnde 147, Torre Real VI, Of. 301-302",San Isidro,Lima,Lima,244,Gran Empresa/Big Company
13456,18481,20513320753,,"Av. Víctor A. Belaúnde 147, Piso 3, Torre Real V, Of. 301",San Isidro,Lima ,Lima,0,Gran Empresa/Big Company
13457,18482,20555702991,,"Av. Víctor A. Belaúnde 147, Torre Real V, Piso 10",San Isidro,Lima,Lima,0,Mediana Empresa/Medium Size Company
13458,18483,20548019983,,"Calle Felipe Durand 136, Urb. Barrio Médico",Surquillo,Lima,Lima,0,Mediana Empresa/Medium Size Company
13459,18484,20600626290,,Av. Angamos Este 1025 ,Surquillo,Lima,Lima,0,Mediana Empresa/Medium Size Company
13460,18485,20476640041,,Prolong. Parinacochas 1561,La Victoria,Lima,Lima,47,Mediana Empresa/Medium Size Company
13461,18486,20510977000,,Av. San Luis 634,La Victoria,Lima,Lima,0,Mediana Empresa/Medium Size Company
13462,18487,20100765790,,Av. Iquitos 136-152,La Victoria,Lima,Lima,39,Mediana Empresa/Medium Size Company
13463,18488,20136890329,,"Jr. Santorín Mz. A-1, Lote 13, Urb. El Vivero",Santiago de Surco,Lima,Lima,11,Mediana Empresa/Medium Size Company
13464,18491,20510280319,,"Av. Separadora Industrial 2019, Urb. El Artesano ",Ate,Lima,Lima,13,Mediana Empresa/Medium Size Company
13465,18493,20100085578,RENUSA,Av. República de Panamá 2075,La Victoria,Lima,Lima,187,Mediana Empresa/Medium Size Company
13466,18495,20547229151,,"Calle 1 Mz. J, Lote 14, Asociación Las Terrazas de Villa",Chorrillos,Lima,Lima,0,No disponible/Notavailable
13467,18496,20397787771,,"Carretera Central km 13.2, Mz. B Lte. 6, Sector Gloria Baja Alcanfores",Ate,Lima,Lima,12,No disponible/Notavailable
13468,18498,20101271570,R. Y S. DISTRIBUCIONES S.A.C.,"Av. Elmer Faucett 330, Urb. La Colonial",Cercado Callao,Callao,Lima,0,Pequeña Empresa/Small Size Company
13469,18500,20100307902,,"Calle Luis Galvani 356, Urb. Ind. Santa Rosa",Ate,Lima,Lima,426,Gran Empresa/Big Company
13470,18501,20523620241,,"Av. San Borja Norte 1263, Piso 1",San Borja,Lima,Lima,0,Pequeña Empresa/Small Size Company
13471,18502,20509239089,RESET NAVAL S.R.L.,"Calle Martín de Murua 150, Of. 1004, Urb. Maranga",San Miguel,Lima,Lima,0,Pequeña Empresa/Small Size Company
13472,18503,10094240986,RESIDENCIAL VILLA LAS PALMAS,"Av. Los Ruiseñores 310, Of. 2, Urb. Santa Anita",Santa Anita,Lima,Lima,7,Pequeña Empresa/Small Size Company
13473,18504,20544933478,,"Calle El Engranaje 265, Urb. La Milla",San Martín de Porres,Lima,Lima,0,Pequeña Empresa/Small Size Company
13474,18505,20506215537,,"Jr. Dinamarca 1440, Urb. Chacra Ríos ",Cercado,Lima,Lima,0,Mediana Empresa/Medium Size Company
13475,18506,20131025468,,"Calle B, Mz. C, Lote 13, Sector 9, Urb. Industrial Pro",San Martín de Porres,Lima,Lima,0,Pequeña Empresa/Small Size Company
13476,18507,20306205855,REQUISA SAC,"Calle Cinco, Mz. C, Lote 13-B, Urb. Las Vegas",Puente Piedra,Lima,Lima,23,Mediana Empresa/Medium Size Company
13477,18508,20100065038,,"Av. Benjamín Franklin 233, Urb. Ind. Santa Rosa",Ate,Lima,Lima,262,Gran Empresa/Big Company
13478,18509,20165041730,RESIPER,Jr. Risso 615,Lince,Lima,Lima,0,Pequeña Empresa/Small Size Company
13479,18510,20537921464,,"Calle Tinajones 181, Of. 501",Santiago de Surco,Lima,Lima,72,Mediana Empresa/Medium Size Company
13480,18511,20508370092,,"Av. Javier Prado Este 1066, Urb. El Palomar ",San Isidro,Lima,Lima,0,Mediana Empresa/Medium Size Company
13481,18513,20297451023,RESOCENTRO,Av. Petit Thouars 4427,Miraflores,Lima,Lima,118,Mediana Empresa/Medium Size Company
13482,18514,20100491487,RELANSA S.A.C.,"Av. Colonial 1932, Urb. La Trinidad",Cercado,Lima,Lima,0,Pequeña Empresa/Small Size Company
13483,18515,20492725537,,"Av. José Larco 1100, Urb. Miraflores ",Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
13484,18516,20509917338,,"Av. Del Parque Norte 1160, Of. 401",San Borja,Lima,Lima,0,Pequeña Empresa/Small Size Company
13485,18517,20523326211,,"Calle Alexander Fleming 127, Of. 251, Urb. Higuereta",Santiago de Surco,Lima ,Lima,0,Pequeña Empresa/Small Size Company
13486,18518,20500732891,,General Borgoño Cdra. 8 S/N,Miraflores,Lima,Lima,82,Mediana Empresa/Medium Size Company
13487,18519,20302757641,,Av. Rey Basadre 299,Magdalena del Mar,Lima,Lima,96,Mediana Empresa/Medium Size Company
13488,18521,20504916171,RESTAURANTE EL GRIFO,Av. Oscar R. Benavides 2703,Cercado,Lima,Lima,0,Mediana Empresa/Medium Size Company
13489,18522,20253023628,,Av. Guillermo Prescott 231-237,San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
13490,18523,20522283283,,"Calle Carhuaz 1482, Urb. Chacra Colorada",Breña,Lima,Lima,0,Mediana Empresa/Medium Size Company
13491,18524,20522472175,,"Av. José Larco 656, Of. 3-B",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
13492,18525,20101091679,THOMSON REUTERS,"Calle Los Sauces 374, Of. 901",San Isidro,Lima,Lima,0,Mediana Empresa/Medium Size Company
13493,18526,20350034014,,"Jr. Tomás Guido 239, Of. 401",Lince,Lima,Lima,0,Pequeña Empresa/Small Size Company
13494,18527,20548995052,,"Calle Monte Rosa 240, Of. 703, Urb. Chacarilla del Estanque",Santiago de Surco,Lima,Lima,0,No disponible/Notavailable
13495,18528,20372276500,,"Av. Tomás Marsano 385, Urb. Aurora",Surquillo,Lima,Lima,0,Pequeña Empresa/Small Size Company
13496,18529,20492402959,,"Av. República de Colombia 791, Of. 704",San Isidro,Lima ,Lima,4,Mediana Empresa/Medium Size Company
13497,18530,20451453956,,"Jr. Pablo Bermúdez 150, Of. 11-C",Cercado,Lima,Lima,0,No disponible/Notavailable
13498,18531,20514407496,,"Jr. Antonio Miró Quesada 247, Piso 7",Cercado,Lima,Lima,33,Mediana Empresa/Medium Size Company
13499,18532,20600137272,,"Av. Nicolás Arriola 501, Urb. Santa Catalina ",La Victoria,Lima,Lima,0,Mediana Empresa/Medium Size Company
13500,18533,20510169558,,"Calle Loma Real 254, Urb. Prolong. Benavides",Santiago de Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
13501,18534,20536876953,,"Av. Reducto 1155, Urb. San Antonio",Miraflores,Lima ,Lima,0,Pequeña Empresa/Small Size Company
13502,18535,20100709024,,Jr. Pomabamba 740,Breña,Lima,Lima,0,No disponible/Notavailable
13503,18536,20513910712,,"Calle Conde de La Monclova 315, Of. 314",San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
13504,18537,20518243773,,"Av. Nicolás Ayllón 2480, Urb. Ind. Angélica",Ate,Lima,Lima,5,Mediana Empresa/Medium Size Company
13505,18538,20504665233,,Av. Los Dominicos Mz. A-2 Lote 11 ,Cercado Callao,Callao,Lima,0,No disponible/Notavailable
13506,18539,20458659321,,"Jr. San Juan 299, Urb. Santa Patricia",La Molina,Lima,Lima,0,Pequeña Empresa/Small Size Company
13507,18540,20101588930,,Psje. Materiales 630,Cercado,Lima,Lima,94,Mediana Empresa/Medium Size Company
13508,18541,20303603388,RFCAR TRADING,"Calle Victoriano Castillo Velarde 125, Of. 201, Urb. Los Jazmines ",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
13509,18542,20511515182,,Calle San Agustín 1001,Surquillo,Lima,Lima,46,Mediana Empresa/Medium Size Company
13510,18544,20516137674,,"Calle Bolívar 245, Urb. Leuro",Miraflores,Lima ,Lima,137,Mediana Empresa/Medium Size Company
13511,18545,20519378052,,Av. Garcilaso De la Vega 981 ,Cercado,Lima,Lima,0,Mediana Empresa/Medium Size Company
13512,18546,20601269661,,"Calle Echenique 310, Of. 403",Magdalena del Mar,Lima,Lima,0,No disponible/Notavailable
13513,18547,20504927700,,"Calle Los Talladores 200, Mz. I-2, Lote 16, Urb. El Artesano",Ate,Lima,Lima,208,Mediana Empresa/Medium Size Company
13514,18548,20502188721,RHM S.R.L.,"Carretera Central 570, Puerta Principal",Chaclacayo,Lima,Lima,0,No disponible/Notavailable
13515,18549,20456527770,,"Calle General Recavarren 111, Of. 301",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
13516,18550,20544671091,,"Calle 6D 274, Mz. III, Lote 1-A, Urb. Ciudad del Pescador",Bellavista,Callao,Lima,0,Pequeña Empresa/Small Size Company
13517,18551,20548266727,,"Calle Monte Grande 115, Chacarilla del Estanque",Santiago de Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
13518,18552,20507153454,,Calle Bajada Tenderini 140,Chorrillos,Lima,Lima,41,Mediana Empresa/Medium Size Company
13519,18553,20305045269,,Jr. Ucayali 548,Cercado,Lima,Lima,0,Mediana Empresa/Medium Size Company
13520,18554,20548687315,,Av. Alfredo Benavides 1315,Miraflores,Lima,Lima,33,Mediana Empresa/Medium Size Company
13521,18555,20112370707,,"Av. Los Faisanes 212, Urb. La Campiña",Chorrillos,Lima,Lima,0,Pequeña Empresa/Small Size Company
13522,18558,20515319574,RICOH,"Av. Víctor Andrés Belaunde 147, Of. 402, Torre Real VI",San Isidro,Lima,Lima,42,Mediana Empresa/Medium Size Company
13523,18560,20100854971,,Jr. Tomás Ramsey 986,Magdalena del Mar,Lima,Lima,0,Pequeña Empresa/Small Size Company
13524,18561,20552322704,,"Av. Camino Real 456, Of. 1703",San Isidro,Lima,Lima,7,No disponible/Notavailable
13525,18562,20502802179,,"Av. José Gálvez Barrenechea 560, Of. 202",San Isidro,Lima,Lima,6,Mediana Empresa/Medium Size Company
13526,18564,20100015871,,Av. Paseo de La República 1735,La Victoria,Lima,Lima,0,Mediana Empresa/Medium Size Company
13527,18565,20414955020,RIMAC E.P.S.,"Av. Las Begonias 475, Piso 2",San Isidro,Lima,Lima,473,Gran Empresa/Big Company
13528,18566,20100041953,,"Av. Las Begonias 475, Piso 2",San Isidro,Lima,Lima,3677,Gran Empresa/Big Company
13529,18567,20505329687,,"Av. Oscar R. Benavides 5191-5195, Parque de La Industria",Cercado Callao,Callao,Lima,16,Mediana Empresa/Medium Size Company
13530,18568,20431365694,,Jr. Cusco 817,Cercado,Lima,Lima,1,No disponible/Notavailable
13531,18572,20508056037,,Jr.Ica 113,Cercado,Lima,Lima,11,Mediana Empresa/Medium Size Company
13532,18573,20349497191,,"Av. Aviación 2052, Urb. Santa Catalina",La Victoria,Lima,Lima,0,Mediana Empresa/Medium Size Company
13533,18574,20123704585,,Av. Aviación 2052 ,La Victoria,Lima,Lima,14,Mediana Empresa/Medium Size Company
13534,18577,20419448461,,Jr. Crane 102,San Borja,Lima,Lima,0,Mediana Empresa/Medium Size Company
13535,18578,20515573365,,Calle Chiclayo 675,Miraflores,Lima,Lima,13,Mediana Empresa/Medium Size Company
13536,18579,20512162291,,"Calle Jorge Valdeavellano 150, Of. 7, Santa Catalina",La Victoria,Lima,Lima,159,Mediana Empresa/Medium Size Company
13537,18580,20100617332,,"Calle Enrique Caballero Orrego 391, Urb. Aurora",Miraflores,Lima,Lima,267,Gran Empresa/Big Company
13538,18582,20352429709,,"Psje. Shell 121, Of. 303",Miraflores,Lima ,Lima,295,Mediana Empresa/Medium Size Company
13539,18583,20549223533,,"Av. Ricardo Palma 341, Of. 801 ",Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
13540,18584,20511615136,RCT PERU S.A.C.,"Calle Enrique Palacios 335, Of. 705",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
13541,18585,20505141297,RIO GAMING S.A.C.,"Av. Alcanfores 495, Of. 511",Miraflores,Lima,Lima,70,Mediana Empresa/Medium Size Company
13542,18588,20509144614,,Av. Manuel Gonzales Prada 1089,Surquillo,Lima,Lima,34,Mediana Empresa/Medium Size Company
13543,18589,20512365648,,"Av.La Paz 1049, Of. 503",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
13544,18590,20213053915,,"Av. La Paz 1049, Of. 503",Miraflores,Lima,Lima,18,Mediana Empresa/Medium Size Company
13545,18591,20261499321,,"Mz. E, Lote 11, Piso 3, Urb. Sagrada Familia",Bellavista,Callao,Lima,0,No disponible/Notavailable
13546,18592,20108129841,,"Parcela II, Mz. M, Lote 7, Parque Industrial",Villa El Salvador,Lima,Lima,97,Mediana Empresa/Medium Size Company
13547,18593,20511678642,RVT CORREDORES DE SEGUROS,"Av. Prolong. Primavera 1907, Of. 304, Urb. Polo Hunt",Santiago de Surco,Lima,Lima,0,No disponible/Notavailable
13548,18594,20265615407,,"Av. Industrial 238, Urb. Aurora ",Ate,Lima,Lima,14,Mediana Empresa/Medium Size Company
13549,18595,20544329686,,Calle Manuel Olaechea 444,San Isidro,Lima,Lima,24,No disponible/Notavailable
13550,18596,20492165990,,"Calle Mártir José Olaya 129, Of. 1303",Miraflores,Lima,Lima,20,Mediana Empresa/Medium Size Company
13551,18597,20536796763,RIVA & ASOCIADOS S.A.C.,"Av. El Polo 670, Block A, Of. 301, Urb. Polo Hunt",Santiago de Surco,Lima,Lima,0,Mediana Empresa/Medium Size Company
13552,18599,20100352525,,"Av. Tomás Marsano 2596, Urb. Humboldt",Miraflores,Lima,Lima,118,Mediana Empresa/Medium Size Company
13553,18601,20519023432,,"Calle Santa Natalia Mz. I-1, Lote 8, Urb. Villa Marina",Chorrillos,Lima,Lima,15,Pequeña Empresa/Small Size Company
13554,18602,20118201401,,"Calle 2, Mz. C, Lote 6, Urb. Ind. La Merced",Ate,Lima,Lima,62,Mediana Empresa/Medium Size Company
13555,18603,20111435473,RIVERA & ASOCIADOS,"Psje. Franco Alfaro 150, Of. 501",San Borja,Lima,Lima,0,Pequeña Empresa/Small Size Company
13556,18604,20503062756,,"Av. Primavera 1796, Of. 703",Santiago de Surco,Lima,Lima,0,Mediana Empresa/Medium Size Company
13557,18605,10102146439,FIERRO CHARLES,"Mz. N, Lote 6, La Gramma ",Puente Piedra,Lima,Lima,0,Mediana Empresa/Medium Size Company
13558,18606,20548831700,,"Calle 1, Mz. A, Lote 1-B, Urb. Industrial La Merced",Ate,Lima,Lima,0,Pequeña Empresa/Small Size Company
13559,18607,20519019834,,"Calle Mariscal Andrés Santa Cruz 1495, Urb. Miralfores",Miraflores,Lima,Lima,28,Mediana Empresa/Medium Size Company
13560,18608,20555674172,,"Calle Juan Miller 183, Urb. Industrial La Chalaca",Cercado Callao,Callao,Lima,0,No disponible/Notavailable
13561,18609,20508596732,,Av. Nicolás Ayllón 2691,El Agustino,Lima,Lima,133,Mediana Empresa/Medium Size Company
13562,18610,20548516774,ROAD SERVICE,"Calle Las Violetas Mz. D, Lote 6, Urb. El Paraiso del Puente, Huachipa",Ate,Lima,Lima,0,Pequeña Empresa/Small Size Company
13563,18611,20573039646,,"Calle Padre Urraca 140, Of. 404, Urb. Pando ",San Miguel,Lima,Lima,0,Mediana Empresa/Medium Size Company
13564,18612,20508846780,,"Av. Enrique Canaval y Moreyra 230, Of. 5-B",San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
13565,18614,20517931293,,Av. Cádiz 285,San Isidro,Lima ,Lima,0,Mediana Empresa/Medium Size Company
13566,18615,20524506166,,"Av. Primavera 781, Piso 3, Chacarilla",San Borja,Lima,Lima,65,Gran Empresa/Big Company
13567,18616,20100077630,ROATSA,"Av. Villa Marina 222, Urb. Villa Marina",Chorrillos,Lima,Lima,19,Mediana Empresa/Medium Size Company
13568,18620,20514598224,SIMRAD,"Av. Los Topacios 268, Urb. San Antonio",Bellavista,Callao ,Lima,0,Mediana Empresa/Medium Size Company
13569,18621,20508810912,,"Calle Ollantaytambo Mz. M, Lote 12, Urb. San Juan Bautista",Chorrillos,Lima,Lima,604,Gran Empresa/Big Company
13570,18622,20137983037,,"Calle El Rocío 389, Urb. Higuereta",Santiago de Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
13571,18623,20425491424,ROBSONS SAC.,"Av. José Pardo 182, Piso 8",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
13572,18626,20507989099,,Psje. Ismael Del Pozo 157,San Borja,Lima,Lima,32,Mediana Empresa/Medium Size Company
13573,18627,20505273282,,"Av. Gral. Alvarez de Arenales 1912, Of. 503",Lince,Lima,Lima,0,Pequeña Empresa/Small Size Company
13574,18628,20101337261,,Av. San Borja Sur 848,San Borja,Lima,Lima,78,Gran Empresa/Big Company
13575,18629,10305037643,,"Calle Manuela Estación 120, Of. 301, Urb. Pando",San Miguel,Lima,Lima,0,Mediana Empresa/Medium Size Company
13576,18630,20556799327,,"Calle Dionisio Derteano 144, Of. 1301",San Isidro,Lima,Lima,113,Gran Empresa/Big Company
13577,18631,20468787360,,Av. Javier Prado Oeste 829,Magdalena del Mar,Lima,Lima,30,Mediana Empresa/Medium Size Company
13578,18632,20469962246,,"Av. Alameda Sur 216, Urb. Villa Marina",Chorrillos,Lima,Lima,450,Mediana Empresa/Medium Size Company
13579,18633,20508818221,,"Av. Víctor A. Belaúnde 147, Torre Real XII, Of. 102-104",San Isidro,Lima,Lima,39,Mediana Empresa/Medium Size Company
13580,18634,20511287023,,"Jr. Antonio Bazo 440, Piso 2",La Victoria,Lima,Lima,0,Pequeña Empresa/Small Size Company
13581,18636,20566054877,,Av. Víctor A. Belaúnde 395,San Isidro,Lima,Lima,1,No disponible/Notavailable
13582,18637,20521307782,,"Mz. J, Lote 6, Asoc. Huertos de Huachipa",Lurigancho (Chosica),Lima,Lima,9,Mediana Empresa/Medium Size Company
13583,18638,20557296973,,"Calle Real S/N, Ex Fundo Chacrasana, Seccion San José, Chosica",Lurigancho (Chosica),Lima,Lima,24,Mediana Empresa/Medium Size Company
13584,18639,20100567645,,"Av. República de Portugal 698, Urb. Chacra Colorada",Breña,Lima,Lima,47,Mediana Empresa/Medium Size Company
13585,18640,20108434059,,"Av. Arequipa 1736, Of. 404",Lince,Lima,Lima,0,No disponible/Notavailable
13586,18641,20563515741,,"Calle Las Crucinelas 793, Coop. Las Flores",San Juan de Lurigancho,Lima,Lima,0,Pequeña Empresa/Small Size Company
13587,18642,20184778824,,Av. San Felipe 758,Jesús María,Lima,Lima,160,Gran Empresa/Big Company
13588,18644,10091325816,EDALS,"Av. Defensores de Lima Mz. L, Lote 10, Psje. Alfonso Ugarte ",San Juan de Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
13589,18646,20106831654,,"Calle Miguel Aljovín 530, Urb. Santa Rita",Santiago de Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
13590,18647,20110830646,,Av. Perú 3954,San Martín de Porres,Lima,Lima,0,Pequeña Empresa/Small Size Company
13591,18648,10085194408,,"Prolong. Las Fresas 5228, Urb. Ind. Infantas",Los Olivos,Lima ,Lima,0,No disponible/Notavailable
13592,18649,20506254940,POLICLINICO RISSO,Av. Arequipa 1908,Lince,Lima,Lima,0,Mediana Empresa/Medium Size Company
13593,18650,20100471290,,Av. Brasil 203,Cercado,Lima,Lima,75,Mediana Empresa/Medium Size Company
13594,18652,20506545162,,"Calle Miguel Surichac Mz. A, Lote 23, Coop. Nuestra Señora de Guadalupe",Los Olivos,Lima,Lima,0,Pequeña Empresa/Small Size Company
13595,18653,20600229762,,Calle Julián Arias Aragüez 250 ,Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
13596,18654,10061546974,,"Av. El Sol Mz. J, Lote 2, Urb. La Campiña ",Chorrillos,Lima,Lima,0,Mediana Empresa/Medium Size Company
13597,18658,20109161609,LABORATORIO ROKER PERU S.A,"Calle La Milla 220, Urb. La Milla Lima",San Martín de Porres,Lima,Lima,67,Mediana Empresa/Medium Size Company
13598,18659,20376684513,,Av. San Juan 448 ,Puente Piedra,Lima,Lima,0,Mediana Empresa/Medium Size Company
13599,18660,20600108272,,"Av. Pershing 465, Of. 201 ",Magdalena del Mar,Lima,Lima,0,Gran Empresa/Big Company
13600,18661,20117797946,,"Calle Bolívar 472, Of. 501",Miraflores,Lima,Lima,0,No disponible/Notavailable
13601,18663,20293975036,,Av. Paz Soldán 185,San Isidro,Lima,Lima,30,Mediana Empresa/Medium Size Company
13602,18664,20101200397,,"Av. Alfredo Mendiola 1001, Urb. Palao",San Martín de Porres,Lima,Lima,47,Mediana Empresa/Medium Size Company
13603,18666,20501929388,,Av. Paseo de La República 3662,San Isidro,Lima,Lima,15,Pequeña Empresa/Small Size Company
13604,18667,10064196711,,"Av. La Encalada 1615, Of. 208",Santiago de Surco,Lima,Lima,0,No disponible/Notavailable
13605,18668,10089900676,,"Calle Profesor Jorge Muelle 169, Torres de Limatambo",San Borja,Lima,Lima,0,No disponible/Notavailable
13606,18671,20510558708,,"Jr. Vizcaya 215, Urb. Javier Prado, Etapa IV",San Luis,Lima,Lima,0,Mediana Empresa/Medium Size Company
13607,18673,20510421583,,Av. Nicolás Arriola 2278,San Luis,Lima,Lima,18,Mediana Empresa/Medium Size Company
13608,18674,20600574702,,"Mz. G, Lote 1, A.P.V. Proyecto Integral Hijos de Jerusalén",Ancón,Lima,Lima,0,Mediana Empresa/Medium Size Company
13609,18676,20517316971,,"Calle Ucayali 185, Urb. Santa Patricia, Etapa II",La Molina,Lima,Lima,12,Mediana Empresa/Medium Size Company
13610,18678,20106499943,ROVEVE E.I.R.L.,"Calle 1, Mz. A, Lote 1B, Urb. Ind. La Merced",Ate,Lima,Lima,255,Mediana Empresa/Medium Size Company
13611,18679,20538529550,,Av. Argentina 1877,Cercado,Lima,Lima,110,Mediana Empresa/Medium Size Company
