,index,RUC,nombreComercial,direccion,distrito,provincia,departamento,n_trabajadores,tamano_empresa
0,0,20525043844,,"Av. Manuel Olguín 211, Of. 703",Santiago de Surco,Lima,Lima,0,Mediana Empresa/Medium Size Company
1,1,20504541267,,"Calle Cantuarias 270, Of. 701",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
2,3,20600680171,,"Mz. A, Lote 33-C, Urb. La Capitana ",San Juan de Lurigancho,Lima,Lima,0,Mediana Empresa/Medium Size Company
3,4,20379719440,RESTAURANT WA LOK,Av. Angamos Oeste 700,Miraflores,Lima,Lima,156,Mediana Empresa/Medium Size Company
4,6,20538516903,,"Calle Las Tiendas 237, Piso 4, Urb. Limatambo",Surquillo,Lima,Lima,0,Pequeña Empresa/Small Size Company
5,7,20504021182,,Av. Federico Recavarren 542,Miraflores,Lima,Lima,64,Mediana Empresa/Medium Size Company
6,8,20505108672,,"Av. 22 de Julio 230, Zona Industrial",Ate,Lima,Lima,119,Mediana Empresa/Medium Size Company
7,9,20381729053,,Calle Roca De Vergallo 270,Magdalena del Mar,Lima,Lima,0,No disponible/Notavailable
8,11,20255651260,,Av. Javier Prado Este 3619,San Borja,Lima,Lima,0,No disponible/Notavailable
9,12,20600819926,,"Jr. Cumbibira Mz. M, Lote 42, Of. 301, Urb. La Capullana",Santiago de Surco,Lima,Lima,0,No disponible/Notavailable
10,13,20556504629,,"Calle Aquia 4870, Urb. Parque Naranjal",Los Olivos,Lima ,Lima,0,Pequeña Empresa/Small Size Company
11,14,20548771022,DOCE GAS,"Av. Canto Grande 362, Urb. Canto Grande",San Juan de Lurigancho,Lima,Lima,0,Mediana Empresa/Medium Size Company
12,15,20454980931,,"Calle Ferreñafe 294, Urb. Las Flores de Monterrico",Santiago de Surco,Lima ,Lima,19,Mediana Empresa/Medium Size Company
13,16,20555466570,,"Calle San Aurelio 243, Urb. Villa Marina ",Chorrillos,Lima,Lima,0,Mediana Empresa/Medium Size Company
14,17,20267540544,,Av. Argentina 2015,Cercado,Lima,Lima,24,Pequeña Empresa/Small Size Company
15,18,20504502105,,"Jr. Mariano Pacheco 1013, Urb. Santa Catalina",La Victoria,Lima,Lima,39,Mediana Empresa/Medium Size Company
16,19,20511472432,320 S.A.C.,"Av. Caminos del Inca 1458, Urb. Las Gardenias",Santiago de Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
17,20,20267432571,,"Av. Camino Real 159, Of. 202",San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
18,21,20511403899,360 BTL S.A.C,Calle José Gabriel Cossío 337,Magdalena del Mar,Lima ,Lima,20,Mediana Empresa/Medium Size Company
19,22,20506479941,,"Jr. Julio C. Tello 242, Urb. Covida",Los Olivos,Lima,Lima,0,Pequeña Empresa/Small Size Company
20,24,20509430625,,"Jr. Antonio Bazo 1027, Of. 201, Urb. San Pablo ",La Victoria,Lima,Lima,0,Mediana Empresa/Medium Size Company
21,25,20512410295,,"Jr. Ancash 724, Of. 157",Cercado,Lima,Lima,9,Mediana Empresa/Medium Size Company
22,26,20475087209,,"Av. Tomás Ramsey 883, Of. 402",Magdalena del Mar,Lima,Lima,0,No disponible/Notavailable
23,27,20562656511,,"Calle El Milagro 163, Urb. C.C. de Monterrico",Santiago de Surco,Lima,Lima,0,Pequeña Empresa/Small Size Company
24,28,20518837720,,"Calle Las Malvas 176, Urb. Recaudadores",Ate,Lima,Lima,48,Mediana Empresa/Medium Size Company
25,29,20503522340,,"Jr. Garcilaso De la Vega 791, Urb. Salamanca ",Ate,Lima,Lima,0,Pequeña Empresa/Small Size Company
26,30,20511165343,,"Av. La Paz 526, Of. 805",Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
27,31,20100119227,3M,Av. Enrique Canaval y Moreyra 641,San Isidro,Lima,Lima,185,Gran Empresa/Big Company
28,32,20298049822,,"Calle León Alfredo 114, Of. 1204, Urb. Balta",Miraflores,Lima,Lima,0,No disponible/Notavailable
29,33,20600128117,,"Zona B, Lote 82, Fundo Chacra Cerro ",Comas,Lima,Lima,0,Mediana Empresa/Medium Size Company
30,34,20513397039,,Av. El Ejercito 260,Miraflores,Lima,Lima,11,Mediana Empresa/Medium Size Company
31,35,20345498266,,"Calle Ricardo Flores 202, Urb. Santa Catalina",La Victoria,Lima,Lima,0,Mediana Empresa/Medium Size Company
32,36,20522767485,,"Calle General Mendiburu 1242, Of. 701, Urb. Santa Cruz",Miraflores,Lima,Lima,21,Mediana Empresa/Medium Size Company
33,37,20550632731,,"Psje. Mártir José Olaya 169, Of. 503",Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
34,39,20505710178,,Calle Colón 201,Barranco,Lima,Lima,11,Mediana Empresa/Medium Size Company
35,40,20524094976,911 ITG,Av. Prolongación Primavera 1465,Santiago de Surco,Lima,Lima,0,Mediana Empresa/Medium Size Company
36,42,20600005376,,Calle Derecha 897 ,Huaral,Huaral,Lima,0,Mediana Empresa/Medium Size Company
37,43,20111821781,,"Av. Prolong. Pachacútec 5855, Tablada de Lurín",Villa María del Triunfo,Lima,Lima,0,No disponible/Notavailable
38,44,20543663451,,"Av. 13 de Enero 1629, Urb. Las Flores",San Juan de Lurigancho,Lima,Lima,0,Pequeña Empresa/Small Size Company
39,45,20110950544,,"Calle 2 Mz. B, Lote 2A, Coop. Coloniza de Las Vertientes",Villa El Salvador,Lima,Lima,0,Pequeña Empresa/Small Size Company
40,46,20316603191,,"Av. Tomás Marsano 2027, Urb. Los Sauces",Surquillo,Lima,Lima,10,Mediana Empresa/Medium Size Company
41,47,20502806590,,Av. Tomás Marsano 1197,Surquillo,Lima ,Lima,0,Pequeña Empresa/Small Size Company
42,48,20511633461,,"Grupo 21, Mz. J, Lote 1, Sector 3",Villa El Salvador,Lima,Lima,0,Mediana Empresa/Medium Size Company
43,50,20486014645,	LA LEÑA,"Jr. Madre de Dios 278, Urb. Santa Patricia",La Molina,Lima,Lima,159,Mediana Empresa/Medium Size Company
44,51,20511661243,,"Av. José Larco 743, Of. 702",Miraflores,Lima,Lima,90,Mediana Empresa/Medium Size Company
45,52,20423285029,,"Av. A Mz. A, Lote 12, Urb. Pro Industrial",San Martín de Porres,Lima,Lima,74,Mediana Empresa/Medium Size Company
46,56,20509193828,,"Av. Prolongación Javier Prado, Mz. G1, Lote 34, Urb. Los Portales de Javie Prado",Ate,Lima,Lima,13,Mediana Empresa/Medium Size Company
47,59,20428834926,A & H TRADING S.R.L.,Jr. Antonio De Elizalde 938,Cercado,Lima,Lima,16,Mediana Empresa/Medium Size Company
48,61,20552615639,A&L ELECTRIC,"Calle Lima 156, Urb. Miramar",San Miguel,Lima,Lima,0,Pequeña Empresa/Small Size Company
49,63,20216492529,AMSUMAR S.A.C.,Av. Santa Rosa 791-793,La Perla,Callao,Lima,40,Mediana Empresa/Medium Size Company
50,64,20275751619,,"Av. Aviación 3161, Of. 301",San Borja,Lima,Lima,63,Mediana Empresa/Medium Size Company
51,66,20516986655,,Calle Virrey Toledo 420,San Isidro,Lima,Lima,113,Mediana Empresa/Medium Size Company
52,67,20100364701,,Calle Las Palomas 369,Surquillo,Lima,Lima,238,Mediana Empresa/Medium Size Company
53,68,20538082121,,"Av. Ricardo Palma 341, Of. 702",Miraflores,Lima,Lima,35,Mediana Empresa/Medium Size Company
54,69,20341551278,,"Psje. Porvenir 150, Of. 301",Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
55,70,20521291339,,Jr. Recuay 172,Breña,Lima ,Lima,4,Mediana Empresa/Medium Size Company
56,72,20600137060,,"Av. Velasco Astete 378, Of. 103",San Borja,Lima,Lima,0,No disponible/Notavailable
57,73,20509328693,,Av. Tingo María 1258,Cercado,Lima,Lima,0,Pequeña Empresa/Small Size Company
58,74,20139576498,,"Calle Manuel Gonzales Olaechea 386, Urb. Limatambo",San Isidro,Lima,Lima,42,Pequeña Empresa/Small Size Company
59,75,20463263931,,"Av. Cascanueces Mz. E-10, Lote 27, Asoc. El Sapotal, Urb. Los Cedros",Santa Anita,Lima,Lima,0,Pequeña Empresa/Small Size Company
60,76,20387642090,,Calle Santa Francisca Romana 932,Cercado,Lima,Lima,0,No disponible/Notavailable
61,77,20100100551,,"Av. Angamos Oeste 1685, Urb. Santa Cruz",Miraflores,Lima,Lima,56,Mediana Empresa/Medium Size Company
62,78,20507943340,,Av. Nicolás Arriola 2050,San Luis,Lima,Lima,18,Mediana Empresa/Medium Size Company
63,79,20126239689,,Jr. Gonzales Prada 539,Surquillo,Lima,Lima,0,Pequeña Empresa/Small Size Company
64,80,20100029741,,"Av. 26 de Noviembre 2473, Urb. Virgen de Lourdes",Villa María del Triunfo,Lima,Lima,83,Gran Empresa/Big Company
65,82,20196769863,,"Av. La Molina 1255, Urb. Sol de la Molina",La Molina,Lima,Lima,0,Pequeña Empresa/Small Size Company
66,83,20112377388,,"Jr. Emilio Fernández 296, Of. 703, Urb. Santa Beatriz",Cercado,Lima,Lima,0,No disponible/Notavailable
67,85,20486765454,LA LEÑA,"Av. Túpac Amaru 3048, Urb. Repartición ",Comas,Lima,Lima,86,Mediana Empresa/Medium Size Company
68,86,20509907618,,"Calle Manuel Ugarte y Moscoso 450, Of. 101",Magdalena del Mar,Lima,Lima,18,Pequeña Empresa/Small Size Company
69,87,20342163808,,"Av. Alameda Sur Mz. J-12, Lote 29, Urb. Cedros de Villa",Chorrillos,Lima,Lima,19,Mediana Empresa/Medium Size Company
70,89,20515154982,,"Mz. S1, Lote 1 Asoc. de Viviendas Costa Azul",Punta Negra,Lima,Lima,11,Mediana Empresa/Medium Size Company
71,91,20459027654,ANDES FILMS,"Av. José Larco 383, Piso 8",Miraflores,Lima,Lima,0,No disponible/Notavailable
72,92,20510613652,,Av. Juan De Aliaga 425,Magdalena del Mar,Lima ,Lima,41,Mediana Empresa/Medium Size Company
73,93,20377066635,,"Av. Antonio Miroquesada 425, Of. 807",Magdalena del Mar,Lima,Lima,59,Mediana Empresa/Medium Size Company
74,95,20102032951,,"Calle Enrique Palacios 335 , Of. 201",Miraflores,Lima,Lima,116,Mediana Empresa/Medium Size Company
75,96,20470234599,,"Calle Perseo Mz. J, Lote 12, Urb. La Campiña",Chorrillos,Lima,Lima,402,Mediana Empresa/Medium Size Company
76,97,20220964869,ALS,"Calle 1 Mz. D, Lote 1-A, Urb. Ind. Bocanegra",Cercado Callao,Callao,Lima,236,Mediana Empresa/Medium Size Company
77,98,20510530528,,Jr. Varela y Orbegoso 435-437,Surquillo,Lima,Lima,0,No disponible/Notavailable
78,99,20100141150,A.MONTENEGRO Y CIA. S.A.C.,"Calle Mariscal Cáceres 169, Urb. Miramar",San Miguel,Lima,Lima,24,Mediana Empresa/Medium Size Company
79,100,20101589316,,"Jr. Las Agatas 189, Urb. Balconcillo",La Victoria,Lima,Lima,0,Mediana Empresa/Medium Size Company
80,101,20107408518,APS MARITIMOS S.R.L.,"Av. Arequipa 4130, Of. 504",Miraflores,Lima,Lima,0,No disponible/Notavailable
81,102,20414942041,	A.PRISA TRANSMETAL EIRL,Av. Circunvalación 1642,San Luis,Lima,Lima,0,No disponible/Notavailable
82,105,20117761755,ARICSA,"Av. Paseo de La República 6236, Piso 5",Miraflores,Lima,Lima,151,Mediana Empresa/Medium Size Company
83,106,20100079331,A.R.P.L.,"Av. Carlos Villarán 508, Of. 401, Urb. Santa Catalina",La Victoria,Lima,Lima,171,Mediana Empresa/Medium Size Company
84,107,20124195625,,"Jr. Enrique León García 485, Urb. Santa Catalina",La Victoria,Lima,Lima,0,Pequeña Empresa/Small Size Company
85,108,20469037577,,"Psje. Marcavilca 140, Urb. Santa Teresa",Santiago de Surco,Lima,Lima,23,Mediana Empresa/Medium Size Company
86,110,20257540422,,"Calle 37 N° 100, Urb. Mariscal Castilla",San Borja,Lima,Lima,0,No disponible/Notavailable
87,111,20100024862,,"Av. Emancipación 282, Piso 2",Cercado,Lima,Lima,131,Mediana Empresa/Medium Size Company
88,112,20504379818,,Calle Alfredo Salazar 1293,San Isidro,Lima,Lima,0,Mediana Empresa/Medium Size Company
89,113,20100050359,FABER-CASTELL,Av. La Molina 161,Ate,Lima,Lima,971,Gran Empresa/Big Company
90,115,20429006300,,"Av. Circunvalación del Club Golf Los Incas 134, Of. 406",Santiago de Surco,Lima,Lima,376,Mediana Empresa/Medium Size Company
91,116,20101818013,,Jr.Tomás Ramsey 719,Magdalena del Mar,Lima,Lima,0,Pequeña Empresa/Small Size Company
92,117,20504524419,,"Calle Las Brisas 134, Urb. Achirana",Santa Anita,Lima,Lima,0,Mediana Empresa/Medium Size Company
93,118,20101842071,,Av. Las Garzas 328,San Isidro,Lima,Lima,0,Mediana Empresa/Medium Size Company
94,119,20514574040,,"Psje. Flor de Upis, Mz. A, Lote 18, Urb. Pop Ciudad de Lima",Comas,Lima,Lima,0,Mediana Empresa/Medium Size Company
95,120,20492729524,,Calle Salaverry 275,San Martín de Porres,Lima,Lima,12,Mediana Empresa/Medium Size Company
96,121,20100482658,,"Av. Enrique Canaval y Moreyra 522, Piso 16",San Isidro,Lima,Lima,0,Pequeña Empresa/Small Size Company
97,123,20517759539,,"Calle Los Tulipanes 147, Of. 406, Urb. El Polo",Santiago de Surco,Lima,Lima,29,Mediana Empresa/Medium Size Company
98,125,20397368298,A Y S S.A.C,"Av. Manuel Cipriano Dulanto 1722, Of. 204 ",Pueblo Libre,Lima,Lima,0,Mediana Empresa/Medium Size Company
99,128,10321362686,,"Calle Los Angeles 296, Urb. Las vegas ",Comas,Lima,Lima,0,Mediana Empresa/Medium Size Company
100,129,20303179047,,Jr. Francisco Graña 450,Magdalena del Mar,Lima,Lima,0,No disponible/Notavailable
101,130,20516862506,INHOUSE GRUPO INMOBILIARIO,Jr. Larco Herrera 907,Magdalena del Mar,Lima,Lima,0,Pequeña Empresa/Small Size Company
102,131,20544614534,,"Calle Conde De la Vega del Ren 186, Of. 302",Santiago de Surco,Lima,Lima,4,Mediana Empresa/Medium Size Company
103,133,20536091981,,"Av. Quilca 650, Urb. San Alfonso ",Cercado Callao,Callao,Lima,0,Pequeña Empresa/Small Size Company
104,134,20521673452,,"Jr. Mariano Benavides 143, Urb. Villa Sol, Etapa IV",Los Olivos,Lima,Lima,0,No disponible/Notavailable
105,135,20100969280,,Calle Grimaldo del solar 162,Miraflores,Lima,Lima,0,No disponible/Notavailable
106,137,20502371097,,Av. República de Portugal 274 ,Breña,Lima,Lima,0,Pequeña Empresa/Small Size Company
107,138,20100492378,,Av. Colonial 299,Cercado,Lima,Lima,0,Pequeña Empresa/Small Size Company
108,139,20543981827,,"Calle Mariscal Ramón Castilla 688, Of. 301, Urb. La Aurora",Miraflores,Lima,Lima,0,No disponible/Notavailable
109,141,20502582381,AB SERVICIOS EMPRESARIALES,"Av. Jorge Chávez 263, Of. 602",Miraflores,Lima,Lima,161,Mediana Empresa/Medium Size Company
110,142,20506491216,,"Calle Marcela Castro 634, Urb. Túpac Amaru",San Luis,Lima,Lima,8,Mediana Empresa/Medium Size Company
111,143,20509078999,,"Calle Alcanfores 110, Of. 603",Miraflores,Lima,Lima,0,No disponible/Notavailable
112,144,20219028611,AB Y P S.A.C.,"Av. Manuel Olguín 211, Of. 701",Santiago de Surco,Lima,Lima,21,Mediana Empresa/Medium Size Company
113,145,20504977987,,"Av. Fernando Terán 113, Urb. San Juan",Chorrillos,Lima,Lima,0,Mediana Empresa/Medium Size Company
114,146,20100032881,,"Calle Monte Rosa 240, Of. 1002, Chacarilla del Estanque",Santiago de Surco,Lima,Lima,98,Mediana Empresa/Medium Size Company
115,147,20514902586,ABAD S.F.G. S.A.C.,"Mz. B, Lote 2, Urb. Faucett",Cercado Callao,Callao,Lima,6,Pequeña Empresa/Small Size Company
116,148,10082553539,,Jr. Lluta 147,Cercado,Lima,Lima,0,Mediana Empresa/Medium Size Company
117,149,10081851455,,Av. Paseo de La República 1101,La Victoria,Lima,Lima,0,No disponible/Notavailable
118,150,20505093209,ABIEXSA,"Mz. I, Lote 42 Asociación de Vivienda las Casuarinas",San Martín de Porres,Lima,Lima,22,Pequeña Empresa/Small Size Company
119,152,20107215396,,"Av. San Borja Norte 619, Of. 204",San Borja,Lima,Lima,0,No disponible/Notavailable
120,153,20547266782,,"Calle El Bucaré 598, Of. 303, Urb. Camacho",La Molina,Lima,Lima,375,Mediana Empresa/Medium Size Company
121,156,20600892402,,"Calle Gregorio Montes 247-A, Urb. Ciudad de Dios, Zona K",San Juan de Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
122,158,20556138428,,"Av. Arica 1856, Urb. Chacra Ríos Norte",Cercado,Lima,Lima,0,Mediana Empresa/Medium Size Company
123,159,20518318374,,"Jr. Paulet 382, Urb. Ingeniería",San Martín de Porres,Lima,Lima,0,No disponible/Notavailable
124,160,20102026471,ABSISA,"Av. Los Ingenieros 807, Urb. Santa Patricia, Etapa II",La Molina,Lima,Lima,0,Mediana Empresa/Medium Size Company
125,161,20470742748,ABINSUR,Av. Guillermo Dansey 1247,Cercado,Lima,Lima,8,Mediana Empresa/Medium Size Company
126,162,20111438227,	ABISAC,"Av. José Gálvez Barrenechea 190, Of. 401, Urb. Santa Catalina",La Victoria,Lima,Lima,0,Pequeña Empresa/Small Size Company
127,163,20502114108,,"Av. Los Duraznos 422, Urb. Canto Grande",San Juan de Lurigancho,Lima,Lima,0,No disponible/Notavailable
128,164,20538778266,,Av. Argentina 3120,Cercado,Lima,Lima,0,Mediana Empresa/Medium Size Company
129,165,20100022142,,Av. Argentina 3120,Cercado,Lima,Lima,566,Gran Empresa/Big Company
130,166,20600899938,,Av. Argentina 3120,Cercado,Lima,Lima,0,Mediana Empresa/Medium Size Company
131,167,20172899260,,Av. Bolivia 1157,Breña,Lima,Lima,0,Mediana Empresa/Medium Size Company
132,168,20100096936,,Av. República de Panama 3591,San Isidro,Lima,Lima,76,Gran Empresa/Big Company
133,169,20554356690,,"Av. República de Panamá 3591, Piso 6",San Isidro,Lima,Lima,23,Mediana Empresa/Medium Size Company
134,172,20108898713,,Jr. General Clovis 764,Pueblo Libre,Lima,Lima,28,Mediana Empresa/Medium Size Company
135,173,20502857313,,"Calle General Clovis 764, Urb. Colmenares",Pueblo Libre,Lima,Lima,0,No disponible/Notavailable
136,175,20468245044,,"Av. Arequipa 4134, Of. B",Miraflores,Lima,Lima,0,No disponible/Notavailable
137,176,20100691818,,"Calle Supe 470, Urb. Santa Marina Sur",Cercado Callao,Callao,Lima,53,Mediana Empresa/Medium Size Company
138,177,20253757931,,Av. Enrique Canaval y Moreyra 562,San Isidro,Lima,Lima,2599,Gran Empresa/Big Company
139,178,20470526379,,"Calle Samuel Velarde 134, Urb. Orrantia",Magdalena del Mar,Lima,Lima,62,Mediana Empresa/Medium Size Company
140,179,20543791700,,"Av. Guardia Civil 551, Urb. La Campiña ",Chorrillos,Lima,Lima,10,No disponible/Notavailable
141,180,20545418135,,"Jr. Puno 623-A, Of. 217 ",Cercado,Lima,Lima,0,Mediana Empresa/Medium Size Company
142,181,20415013672,,"Av. Arequipa 2618, Of. 503",San Isidro,Lima ,Lima,0,No disponible/Notavailable
143,182,20255133986,,Calle de Las Letras 261,San Borja,Lima,Lima,4,No disponible/Notavailable
144,183,20513176962,,"Jr. Italia 1404, Of. 4-A, Piso 4 ",La Victoria,Lima,Lima,0,Mediana Empresa/Medium Size Company
145,184,20294066421,NAVARRO SOLOGUREN-PAREDES-GRAY,"Av. Enrique Canaval y Moreyra 452, Piso 13",San Isidro,Lima,Lima,0,Mediana Empresa/Medium Size Company
146,185,20462978651,ABR S.A.C.,"Av. Emilio Cavenecia 225, Of. 706",San Isidro,Lima,Lima,0,No disponible/Notavailable
147,186,20517777430,,"Av. El Derby 055, Of. 605,Torre II",Santiago de Surco,Lima,Lima,0,Mediana Empresa/Medium Size Company
148,187,20100068487,,"Jr. Tomás Alva Edison 168, Urb. Industrial Santa Rosa",Ate,Lima,Lima,124,Mediana Empresa/Medium Size Company
149,188,20506840911,,"Calle 4 Mz. B-1, Lote 21, Urb. Ind. Las Vegas",Puente Piedra,Lima,Lima,0,Mediana Empresa/Medium Size Company
150,190,20142564824,,Jr. Boccioni 386,San Borja,Lima,Lima,0,Pequeña Empresa/Small Size Company
151,191,20524416922,,"Av. Encalada 1010, Of. 703",Santiago de Surco,Lima ,Lima,9,Mediana Empresa/Medium Size Company
152,192,20512737456,,"Calle Las Balsas Mz. B, Lote 13, Urb. San Juan Bautista",Chorrillos,Lima,Lima,0,Pequeña Empresa/Small Size Company
153,193,20545188202,,Calle Santa Cecilia 107,Pueblo Libre,Lima ,Lima,0,Mediana Empresa/Medium Size Company
154,194,20101082840,A & P INTERNACIONAL S.A.C.,Av. Tingo María 768,Cercado,Lima,Lima,90,Mediana Empresa/Medium Size Company
155,195,20101362885,,Av. Angamos Este 2690,Surquillo,Lima,Lima,5,Mediana Empresa/Medium Size Company
156,196,20536742248,,Av. Enrique Canaval y Moreyra 562,San Isidro,Lima,Lima,0,Gran Empresa/Big Company
157,197,20546128939,,"Calle Los Hornos 106, Urb. Industrial Vulcano",Ate,Lima,Lima,20,Mediana Empresa/Medium Size Company
158,198,20504893295,AC CAPITALES SAFI S.A.,"Av. Armendariz 424, Piso 5",Miraflores,Lima,Lima,26,Mediana Empresa/Medium Size Company
159,199,20142993270,,"Calle Las Brisas 134, Urb. Los Ficus",Santa Anita,Lima,Lima,15,Mediana Empresa/Medium Size Company
160,200,20546165389,,"Calle Dos de Mayo 534, Of. 506",Miraflores,Lima ,Lima,0,Pequeña Empresa/Small Size Company
161,201,20520722638,,"Av. Armendariz 424, Of. 3",Miraflores,Lima,Lima,23,Pequeña Empresa/Small Size Company
162,202,20491354322,,"Av. Mariscal Benavides S/N, Autopista San Vicente-Imperial",San Vicente de Cañete,Cañete,Lima,0,Mediana Empresa/Medium Size Company
163,203,20136849019,,Av. Jorge Vanderghen 241,Miraflores,Lima,Lima,68,Mediana Empresa/Medium Size Company
164,204,20556455741,,Calle San Agustín 541,Surquillo,Lima,Lima,0,Mediana Empresa/Medium Size Company
165,205,20537079127,,"Av. Alfredo Mendiola 891, Urb. Palao ",San Martin de Porres,Lima,Lima,0,Mediana Empresa/Medium Size Company
166,206,20290898685,,Jr. Camaná 669,Cercado,Lima,Lima,0,No disponible/Notavailable
167,209,20548529914,,"Av. Industrial y Vivienda 343, Urb. El Pino",San Luis,Lima,Lima,0,Mediana Empresa/Medium Size Company
168,210,20384423508,,Av. Guillermo Dansey 2070,Cercado,Lima,Lima,48,Mediana Empresa/Medium Size Company
169,211,20520102508,,"Av. Nicolás de Piérola 589, Piso 6",Cercado,Lima,Lima,0,Gran Empresa/Big Company
170,212,20522869130,,"Av. Nicolás de Pierola 589, Piso 6",Cercado,Lima,Lima,355,Mediana Empresa/Medium Size Company
171,213,20508504471,,"Av. Asturias Mz. A, Lote 10, Urb. Mayorazgo ",Ate,Lima,Lima,0,Mediana Empresa/Medium Size Company
172,214,20507936301,,"Av. Gerardo Unger 3601, Urb. Panamericana Norte",Independencia,Lima,Lima,8,No disponible/Notavailable
173,215,20101362966,ACINSA,"Av. Toribio Rodríguez De Mendoza 193, Urb. Los Ficus",Santa Anita,Lima,Lima,44,Mediana Empresa/Medium Size Company
174,216,20523130073,,Av. Brasil 2479,Jesús María,Lima,Lima,0,Mediana Empresa/Medium Size Company
175,217,20391195367,,"Calle San Martín 141-A, Urb. La Mar",San Miguel,Lima,Lima,0,No disponible/Notavailable
176,218,20557068245,,"Av. La Encalada 1090, Of. 801",Santiago de Surco,Lima,Lima,0,Mediana Empresa/Medium Size Company
177,219,20536654039,,"Av. Miguel Dasso 134, Of. 401",San Isidro,Lima,Lima,35,Mediana Empresa/Medium Size Company
178,220,20389723836,,Av. La Alborada 1774,Cercado,Lima,Lima,0,No disponible/Notavailable
179,222,20417319159,,Jr. Cayetano Heredia 108,Jesús María,Lima,Lima,0,No disponible/Notavailable
180,223,20502601271,,"Calle Coronel Andrés Reyes 360, Of. 606",San Isidro,Lima,Lima,23,Mediana Empresa/Medium Size Company
181,224,20382748132,,"Av. Elmer Faucett 2851, Of. 414-415",Cercado Callao,Callao,Lima,38,Mediana Empresa/Medium Size Company
182,225,20549024417,,"Calle Coronel Andrés Reyes 360, Of. 606",San Isidro,Lima,Lima,97,Mediana Empresa/Medium Size Company
183,226,20536766694,,"Av. Camino Real 111, Of. 502",San Isidro,Lima,Lima,347,Mediana Empresa/Medium Size Company
184,227,20514302473,,"Av. Alfredo Benavides 1555, Of. 503",Miraflores,Lima,Lima,0,Mediana Empresa/Medium Size Company
185,228,20505830319,,"Calle Los Talabarteros 161, Urb. El Artesano",Ate,Lima,Lima,55,Mediana Empresa/Medium Size Company
186,229,20538510026,,"Calle Monterrey 355, Of. 1002, Urb. Chacarilla",Santiago de Surco,Lima,Lima,21,Mediana Empresa/Medium Size Company
187,230,20110366605,,"Av. Paseo de La República 3195, Of. 901-902",San Isidro,Lima,Lima,14,Pequeña Empresa/Small Size Company
188,231,20451739680,,"Mz. A5, Lote 2, Sector Los Eucaliptos",Pachacámac,Lima ,Lima,0,Pequeña Empresa/Small Size Company
189,233,20523117484,ACA - S.A.C.,"Jr. Carlos Cabrera 877, Urb. San Germán",San Martín de Porres,Lima,Lima,14,No disponible/Notavailable
190,234,20302917788,ACEROIMPOR S.R.L.,Av. Argentina 1680,Cercado,Lima,Lima,20,Mediana Empresa/Medium Size Company
191,236,20122471170,,Jr. César Vallejo 107,Santa Anita,Lima,Lima,13,Mediana Empresa/Medium Size Company
192,238,20100036101,,Calle Luis Castro Ronceros 777,Cercado,Lima,Lima,88,Mediana Empresa/Medium Size Company
193,239,20523543742,,Calle Ramón Cárcamo 750,Cercado,Lima,Lima,12,No disponible/Notavailable
194,241,20538379302,,"Av. Santo Toribio 173, Torre Real VIII, Of. 1201",San Isidro,Lima ,Lima,0,Mediana Empresa/Medium Size Company
195,243,20512486780,,"Carretera Panamericana Sur km 12.7, Mz. C, Lote 22, Asoc. Canevaro de Surco",San Juan de Miraflores,Lima,Lima,0,Pequeña Empresa/Small Size Company
196,245,20513420545,,"Esq. Calle 29 y Jr. Los Algarrobos Lote 136, Fundo Chacra Cerro",Comas,Lima,Lima,0,Pequeña Empresa/Small Size Company
197,246,20430039254,ACEPESAC,Av. Oscar R. Benavides 1244-1250,Cercado,Lima,Lima,105,Mediana Empresa/Medium Size Company
198,247,20492648281, ,"Av. El Progreso Mz. E1, Lote 9, Parque Industrial",Villa El Salvador,Lima,Lima,18,Mediana Empresa/Medium Size Company
199,248,20393465329,,"Av. El Progreso Mz. E, Lote 9. Parque Ind. Villa El Salvador",Villa El Salvador,Lima,Lima,0,Mediana Empresa/Medium Size Company
200,250,20545054184,,"Jr. Los Taladros 128, Urb. Naranjal",Independencia,Lima,Lima,0,Mediana Empresa/Medium Size Company
201,251,20102211457,ACRIMSA,Jr. Mariscal Luzuriaga 533,Jesús María,Lima,Lima,0,Pequeña Empresa/Small Size Company
202,252,20492893162,,Av. Pablo Patrón 197,La Victoria,Lima,Lima,0,Mediana Empresa/Medium Size Company
203,253,20503151694,	ACEPAR E.I.R.L.,"Jr. Pariahuanca Mz. A, Lote 1 Urb. Parque del Naranjal",Los Olivos,Lima,Lima,0,Pequeña Empresa/Small Size Company
204,254,20509753394,,"Av. Tomás Guido 239, Of. 204",Lince,Lima,Lima,0,Pequeña Empresa/Small Size Company
205,255,20102011873,,Jr. Chiclayo 893,Miraflores,Lima,Lima,16,Mediana Empresa/Medium Size Company
206,256,20428878036,,"Av. Argentina 751, Piso 1",Cercado,Lima,Lima,0,No disponible/Notavailable
207,257,20265835270,,"Av. Alfredo Benavides 195, Of. 204",Miraflores,Lima,Lima,168,Mediana Empresa/Medium Size Company
